decision_time,job_id,allowed_machine_indices,avail_actions,action_idx,obs_current_op_type,obs_total_operations,obs_remaining_operations,obs_wait_time,obs_theoretical_machine_count,obs_free_machine_count,obs_n_jobs_active,finished_flag,job_status
40.0,20,"[0, 3, 4]","[1, 0, 0, 1, 1]",0,3.0,2.0,2.0,0.0,3.0,3.0,9.0,0,WIP
40.0,22,"[1, 2, 4]","[0, 1, 1, 0, 1]",1,4.0,3.0,3.0,0.0,3.0,3.0,9.0,0,WIP
40.0,1,"[0, 2, 4]","[1, 0, 1, 0, 1]",-1,9.0,4.0,2.0,35.18000030517578,3.0,3.0,9.0,0,WIP
37.0,0,[3],"[0, 0, 0, 1, 0]",2,7.0,3.0,2.0,1.0,1.0,1.0,8.0,0,WIP
41.0,23,"[0, 2]","[1, 0, 1, 0, 0]",2,2.0,1.0,1.0,0.0,2.0,2.0,10.0,0,WIP
41.0,21,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,4.0,4.0,0.0,4.0,4.0,10.0,0,WIP
41.0,20,"[0, 3, 4]","[1, 0, 0, 1, 1]",-1,3.0,2.0,2.0,0.0,3.0,3.0,10.0,0,WIP
30.0,3,[3],"[0, 0, 0, 1, 0]",4,7.0,4.0,4.0,0.0,1.0,1.0,9.0,0,WIP
30.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,9.0,0,WIP
42.0,1,"[0, 2, 4]","[1, 0, 1, 0, 1]",-1,9.0,4.0,2.0,35.18000030517578,3.0,3.0,9.0,0,WIP
42.0,21,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",0,1.0,4.0,4.0,0.0,4.0,4.0,9.0,0,WIP
42.0,22,"[0, 2, 4]","[1, 0, 1, 0, 1]",0,9.0,3.0,2.0,2.0841381549835205,3.0,3.0,9.0,0,WIP
42.0,19,"[0, 1]","[1, 1, 0, 0, 0]",0,5.0,5.0,2.0,1.7686899900436401,2.0,2.0,9.0,0,WIP
37.0,0,[3],"[0, 0, 0, 1, 0]",2,7.0,3.0,2.0,1.0,1.0,1.0,8.0,0,WIP
43.0,20,"[0, 3, 4]","[1, 0, 0, 1, 1]",0,3.0,2.0,2.0,0.0,3.0,3.0,9.0,0,WIP
43.0,24,"[1, 2, 4]","[0, 1, 1, 0, 1]",4,4.0,5.0,5.0,0.0,3.0,3.0,9.0,0,WIP
30.0,3,[3],"[0, 0, 0, 1, 0]",4,7.0,4.0,4.0,0.0,1.0,1.0,9.0,0,WIP
30.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,9.0,0,WIP
44.0,1,"[0, 2, 4]","[1, 0, 1, 0, 1]",4,9.0,4.0,2.0,35.18000030517578,3.0,3.0,9.0,0,WIP
44.0,21,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",0,1.0,4.0,3.0,4.620765686035156,4.0,4.0,9.0,0,WIP
44.0,20,"[0, 3, 4]","[1, 0, 0, 1, 1]",3,3.0,2.0,2.0,0.0,3.0,3.0,9.0,0,WIP
45.0,0,[3],"[0, 0, 0, 1, 0]",-1,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
45.0,21,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,4.0,3.0,4.620765686035156,4.0,4.0,9.0,0,WIP
45.0,20,"[0, 3, 4]","[1, 0, 0, 1, 1]",-1,3.0,2.0,2.0,0.0,3.0,3.0,9.0,0,WIP
46.0,3,[3],"[0, 0, 0, 1, 0]",-1,7.0,4.0,4.0,0.0,1.0,1.0,9.0,0,WIP
46.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,3.0,2.0,1.0,3.0,3.0,9.0,0,WIP
46.0,24,"[0, 2]","[1, 0, 1, 0, 0]",2,2.0,5.0,4.0,0.1663794219493866,2.0,2.0,9.0,0,WIP
47.0,0,[3],"[0, 0, 0, 1, 0]",2,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
47.0,0,[3],"[0, 0, 0, 1, 0]",2,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
47.0,21,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,4.0,3.0,4.620765686035156,4.0,4.0,10.0,0,WIP
47.0,20,"[0, 3, 4]","[1, 0, 0, 1, 1]",-1,3.0,2.0,2.0,0.0,3.0,3.0,10.0,0,WIP
47.0,22,"[1, 3, 4]","[0, 1, 0, 1, 1]",3,8.0,3.0,1.0,3.734138250350952,3.0,3.0,10.0,0,WIP
47.0,25,"[0, 2]","[1, 0, 1, 0, 0]",-1,2.0,4.0,4.0,0.0,2.0,2.0,10.0,0,WIP
48.0,3,[3],"[0, 0, 0, 1, 0]",3,7.0,4.0,4.0,0.0,1.0,1.0,10.0,0,WIP
48.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,3.0,2.0,1.0,3.0,3.0,10.0,0,WIP
48.0,1,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,4.0,1.0,41.18000030517578,2.0,2.0,10.0,0,WIP
48.0,1,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,4.0,1.0,41.18000030517578,2.0,2.0,10.0,0,WIP
48.0,22,"[1, 3, 4]","[0, 1, 0, 1, 1]",3,8.0,3.0,1.0,3.734138250350952,3.0,3.0,10.0,0,WIP
48.0,24,"[0, 2]","[1, 0, 1, 0, 0]",2,2.0,5.0,3.0,1.066379427909851,2.0,2.0,10.0,0,WIP
49.0,0,[3],"[0, 0, 0, 1, 0]",-1,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
49.0,20,"[0, 3, 4]","[1, 0, 0, 1, 1]",4,3.0,2.0,2.0,0.0,3.0,3.0,10.0,0,WIP
49.0,25,"[0, 2]","[1, 0, 1, 0, 0]",-1,2.0,4.0,4.0,0.0,2.0,2.0,10.0,0,WIP
49.0,19,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,1.0,6.168690204620361,1.0,1.0,10.0,0,WIP
49.0,22,"[1, 3, 4]","[0, 1, 0, 1, 1]",1,8.0,3.0,1.0,3.734138250350952,3.0,3.0,10.0,0,WIP
50.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,3.0,2.0,1.0,3.0,3.0,10.0,0,WIP
48.0,1,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,4.0,1.0,41.18000030517578,2.0,2.0,10.0,0,WIP
50.0,21,"[0, 3, 4]","[1, 0, 0, 1, 1]",0,3.0,4.0,2.0,9.14576530456543,3.0,3.0,10.0,0,WIP
50.0,22,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,3.0,1.0,3.734138250350952,3.0,3.0,10.0,0,WIP
50.0,3,"[0, 1]","[1, 1, 0, 0, 0]",0,5.0,4.0,3.0,48.0,2.0,2.0,10.0,0,WIP
51.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
51.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
51.0,25,"[0, 2]","[1, 0, 1, 0, 0]",0,2.0,4.0,4.0,0.0,2.0,2.0,10.0,0,WIP
51.0,19,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,1.0,6.168690204620361,1.0,1.0,10.0,0,WIP
51.0,20,[3],"[0, 0, 0, 1, 0]",-1,7.0,2.0,1.0,13.090481758117676,1.0,1.0,10.0,0,WIP
52.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,3.0,2.0,1.0,3.0,3.0,10.0,0,WIP
48.0,1,"[0, 1]","[1, 1, 0, 0, 0]",4,5.0,4.0,1.0,41.18000030517578,2.0,2.0,10.0,0,WIP
52.0,22,"[1, 3, 4]","[0, 1, 0, 1, 1]",1,8.0,3.0,1.0,3.734138250350952,3.0,3.0,10.0,0,WIP
52.0,24,"[1, 3, 4]","[0, 1, 0, 1, 1]",4,8.0,5.0,2.0,2.6413793563842773,3.0,3.0,10.0,0,WIP
52.0,25,"[0, 2]","[1, 0, 1, 0, 0]",2,2.0,4.0,4.0,0.0,2.0,2.0,10.0,0,WIP
52.0,19,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,1.0,6.168690204620361,1.0,1.0,10.0,0,WIP
52.0,21,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,4.0,1.0,9.820765495300293,2.0,2.0,10.0,0,WIP
51.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
53.0,20,[3],"[0, 0, 0, 1, 0]",3,7.0,2.0,1.0,13.090481758117676,1.0,1.0,10.0,0,WIP
53.0,21,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,4.0,1.0,9.820765495300293,2.0,2.0,10.0,0,WIP
54.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,3.0,2.0,1.0,3.0,3.0,10.0,0,WIP
54.0,1,"[0, 1]","[1, 1, 0, 0, 0]",-1,5.0,4.0,1.0,41.18000030517578,2.0,2.0,10.0,0,WIP
54.0,19,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,1.0,6.168690204620361,1.0,1.0,10.0,0,WIP
54.0,20,[3],"[0, 0, 0, 1, 0]",-1,7.0,2.0,1.0,13.090481758117676,1.0,1.0,10.0,0,WIP
54.0,24,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",3,1.0,5.0,1.0,3.5663793087005615,4.0,4.0,10.0,0,WIP
54.0,25,[3],"[0, 0, 0, 1, 0]",3,7.0,4.0,3.0,5.195541858673096,1.0,1.0,10.0,0,WIP
54.0,3,"[0, 1]","[1, 1, 0, 0, 0]",0,5.0,4.0,2.0,49.755001068115234,2.0,2.0,10.0,0,WIP
51.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
55.0,21,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,4.0,1.0,9.820765495300293,2.0,2.0,9.0,0,WIP
56.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
56.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
56.0,1,"[0, 1]","[1, 1, 0, 0, 0]",1,5.0,4.0,1.0,41.18000030517578,2.0,2.0,8.0,0,WIP
56.0,19,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,1.0,6.168690204620361,1.0,1.0,8.0,0,WIP
56.0,20,[3],"[0, 0, 0, 1, 0]",-1,7.0,2.0,1.0,13.090481758117676,1.0,1.0,8.0,0,WIP
57.0,0,[3],"[0, 0, 0, 1, 0]",-1,7.0,3.0,2.0,1.0,1.0,1.0,8.0,0,WIP
57.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",4,1.0,4.0,1.0,49.904998779296875,4.0,4.0,8.0,0,WIP
58.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,3.0,2.0,1.0,3.0,3.0,7.0,0,WIP
58.0,19,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,1.0,6.168690204620361,1.0,1.0,7.0,0,WIP
58.0,20,[3],"[0, 0, 0, 1, 0]",-1,7.0,2.0,1.0,13.090481758117676,1.0,1.0,7.0,0,WIP
58.0,25,"[1, 3, 4]","[0, 1, 0, 1, 1]",3,8.0,4.0,2.0,6.845541954040527,3.0,3.0,7.0,0,WIP
58.0,26,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,3.0,3.0,0.0,2.0,2.0,7.0,0,WIP
59.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,8.0,0,WIP
59.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,8.0,0,WIP
59.0,27,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",4,1.0,3.0,3.0,0.0,4.0,4.0,8.0,0,WIP
59.0,28,"[1, 2, 4]","[0, 1, 1, 0, 1]",4,4.0,2.0,2.0,0.0,3.0,3.0,8.0,0,WIP
60.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
60.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
60.0,19,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,1.0,6.168690204620361,1.0,1.0,8.0,0,WIP
60.0,20,[3],"[0, 0, 0, 1, 0]",-1,7.0,2.0,1.0,13.090481758117676,1.0,1.0,8.0,0,WIP
61.0,0,[3],"[0, 0, 0, 1, 0]",-1,7.0,3.0,2.0,1.0,1.0,1.0,8.0,0,WIP
61.0,27,"[0, 3, 4]","[1, 0, 0, 1, 1]",4,3.0,3.0,2.0,0.6182824969291687,3.0,3.0,8.0,0,WIP
61.0,26,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",0,1.0,3.0,2.0,0.6375661492347717,4.0,4.0,8.0,0,WIP
61.0,25,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",0,1.0,4.0,1.0,7.625542163848877,4.0,4.0,8.0,0,WIP
60.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
62.0,19,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,1.0,6.168690204620361,1.0,1.0,9.0,0,WIP
62.0,20,[3],"[0, 0, 0, 1, 0]",3,7.0,2.0,1.0,13.090481758117676,1.0,1.0,9.0,0,WIP
62.0,25,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,4.0,1.0,7.625542163848877,4.0,4.0,9.0,0,WIP
62.0,29,[3],"[0, 0, 0, 1, 0]",-1,7.0,1.0,1.0,0.0,1.0,1.0,9.0,0,WIP
63.0,0,[3],"[0, 0, 0, 1, 0]",2,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
63.0,0,[3],"[0, 0, 0, 1, 0]",2,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
63.0,28,"[0, 1]","[1, 1, 0, 0, 0]",1,5.0,2.0,1.0,1.502274513244629,2.0,2.0,9.0,0,WIP
63.0,26,[3],"[0, 0, 0, 1, 0]",3,7.0,3.0,1.0,1.5375661849975586,1.0,1.0,9.0,0,WIP
63.0,19,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,1.0,6.168690204620361,1.0,1.0,9.0,0,WIP
63.0,20,[3],"[0, 0, 0, 1, 0]",3,7.0,2.0,1.0,13.090481758117676,1.0,1.0,9.0,0,WIP
60.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
64.0,29,[3],"[0, 0, 0, 1, 0]",3,7.0,1.0,1.0,0.0,1.0,1.0,9.0,0,WIP
64.0,30,"[0, 3, 4]","[1, 0, 0, 1, 1]",-1,3.0,3.0,3.0,0.0,3.0,3.0,9.0,0,WIP
64.0,19,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,1.0,6.168690204620361,1.0,1.0,9.0,0,WIP
64.0,20,[3],"[0, 0, 0, 1, 0]",-1,7.0,2.0,1.0,13.090481758117676,1.0,1.0,9.0,0,WIP
63.0,0,[3],"[0, 0, 0, 1, 0]",2,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
65.0,27,"[1, 3, 4]","[0, 1, 0, 1, 1]",4,8.0,3.0,1.0,2.718282461166382,3.0,3.0,8.0,0,WIP
65.0,31,"[1, 2, 4]","[0, 1, 1, 0, 1]",4,4.0,5.0,5.0,0.0,3.0,3.0,8.0,0,WIP
65.0,29,[3],"[0, 0, 0, 1, 0]",-1,7.0,1.0,1.0,0.0,1.0,1.0,8.0,0,WIP
60.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
66.0,30,"[0, 3, 4]","[1, 0, 0, 1, 1]",4,3.0,3.0,3.0,0.0,3.0,3.0,9.0,0,WIP
66.0,19,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,1.0,6.168690204620361,1.0,1.0,9.0,0,WIP
66.0,20,[3],"[0, 0, 0, 1, 0]",3,7.0,2.0,1.0,13.090481758117676,1.0,1.0,9.0,0,WIP
66.0,32,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,2.0,2.0,0.0,2.0,2.0,9.0,0,WIP
63.0,0,[3],"[0, 0, 0, 1, 0]",2,7.0,3.0,2.0,1.0,1.0,1.0,9.0,0,WIP
67.0,29,[3],"[0, 0, 0, 1, 0]",-1,7.0,1.0,1.0,0.0,1.0,1.0,9.0,0,WIP
67.0,19,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,1.0,6.168690204620361,1.0,1.0,9.0,0,WIP
67.0,20,[3],"[0, 0, 0, 1, 0]",-1,7.0,2.0,1.0,13.090481758117676,1.0,1.0,9.0,0,WIP
67.0,33,"[0, 2, 4]","[1, 0, 1, 0, 1]",0,9.0,4.0,4.0,0.0,3.0,3.0,9.0,0,WIP
60.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
69.0,0,[3],"[0, 0, 0, 1, 0]",-1,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
69.0,29,[3],"[0, 0, 0, 1, 0]",-1,7.0,1.0,1.0,0.0,1.0,1.0,10.0,0,WIP
69.0,19,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,1.0,6.168690204620361,1.0,1.0,10.0,0,WIP
69.0,20,[3],"[0, 0, 0, 1, 0]",-1,7.0,2.0,1.0,13.090481758117676,1.0,1.0,10.0,0,WIP
69.0,32,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,2.0,1.0,0.25640615820884705,4.0,4.0,10.0,0,WIP
69.0,34,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,5.0,0.0,1.0,1.0,10.0,0,WIP
69.0,31,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,4.0,2.246293067932129,1.0,1.0,10.0,0,WIP
60.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
70.0,33,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,4.0,3.0,0.181218683719635,3.0,3.0,10.0,0,WIP
71.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
71.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
71.0,29,[3],"[0, 0, 0, 1, 0]",-1,7.0,1.0,1.0,0.0,1.0,1.0,10.0,0,WIP
71.0,19,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,1.0,6.168690204620361,1.0,1.0,10.0,0,WIP
71.0,20,[3],"[0, 0, 0, 1, 0]",-1,7.0,2.0,1.0,13.090481758117676,1.0,1.0,10.0,0,WIP
71.0,34,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,5.0,0.0,1.0,1.0,10.0,0,WIP
71.0,35,"[0, 1]","[1, 1, 0, 0, 0]",0,5.0,3.0,3.0,0.0,2.0,2.0,10.0,0,WIP
71.0,30,"[0, 2, 4]","[1, 0, 1, 0, 1]",0,9.0,3.0,2.0,5.495389461517334,3.0,3.0,10.0,0,WIP
71.0,31,"[0, 2]","[1, 0, 1, 0, 0]",0,2.0,5.0,3.0,2.5712931156158447,2.0,2.0,10.0,0,WIP
60.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
72.0,33,"[1, 3, 4]","[0, 1, 0, 1, 1]",4,8.0,4.0,3.0,0.181218683719635,3.0,3.0,10.0,0,WIP
72.0,31,"[0, 2]","[1, 0, 1, 0, 0]",2,2.0,5.0,3.0,2.5712931156158447,2.0,2.0,10.0,0,WIP
71.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
73.0,29,[3],"[0, 0, 0, 1, 0]",-1,7.0,1.0,1.0,0.0,1.0,1.0,10.0,0,WIP
73.0,19,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,1.0,6.168690204620361,1.0,1.0,10.0,0,WIP
73.0,20,[3],"[0, 0, 0, 1, 0]",-1,7.0,2.0,1.0,13.090481758117676,1.0,1.0,10.0,0,WIP
73.0,34,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,5.0,0.0,1.0,1.0,10.0,0,WIP
74.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,3.0,2.0,1.0,3.0,3.0,10.0,0,WIP
74.0,35,"[1, 2, 4]","[0, 1, 1, 0, 1]",-1,4.0,3.0,2.0,2.061289072036743,3.0,3.0,10.0,0,WIP
74.0,33,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",3,1.0,4.0,2.0,2.206218719482422,4.0,4.0,10.0,0,WIP
74.0,31,"[0, 3, 4]","[1, 0, 0, 1, 1]",3,3.0,5.0,2.0,3.751293182373047,3.0,3.0,10.0,0,WIP
71.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
75.0,29,[3],"[0, 0, 0, 1, 0]",3,7.0,1.0,1.0,0.0,1.0,1.0,10.0,0,WIP
75.0,19,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,1.0,6.168690204620361,1.0,1.0,10.0,0,WIP
75.0,20,[3],"[0, 0, 0, 1, 0]",3,7.0,2.0,1.0,13.090481758117676,1.0,1.0,10.0,0,WIP
75.0,34,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,5.0,0.0,1.0,1.0,10.0,0,WIP
75.0,31,"[0, 3, 4]","[1, 0, 0, 1, 1]",4,3.0,5.0,2.0,3.751293182373047,3.0,3.0,10.0,0,WIP
76.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,1.0,3.0,3.0,10.0,0,WIP
76.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,1.0,3.0,3.0,10.0,0,WIP
76.0,35,"[1, 2, 4]","[0, 1, 1, 0, 1]",1,4.0,3.0,2.0,2.061289072036743,3.0,3.0,10.0,0,WIP
76.0,33,"[0, 3, 4]","[1, 0, 0, 1, 1]",3,3.0,4.0,1.0,2.631218671798706,3.0,3.0,10.0,0,WIP
76.0,29,[3],"[0, 0, 0, 1, 0]",3,7.0,1.0,1.0,0.0,1.0,1.0,10.0,0,WIP
76.0,19,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,1.0,6.168690204620361,1.0,1.0,10.0,0,WIP
76.0,20,[3],"[0, 0, 0, 1, 0]",3,7.0,2.0,1.0,13.090481758117676,1.0,1.0,10.0,0,WIP
76.0,34,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,5.0,0.0,1.0,1.0,10.0,0,WIP
71.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
77.0,30,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,3.0,1.0,8.170390129089355,3.0,3.0,10.0,0,WIP
77.0,29,[3],"[0, 0, 0, 1, 0]",-1,7.0,1.0,1.0,0.0,1.0,1.0,10.0,0,WIP
77.0,19,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,1.0,6.168690204620361,1.0,1.0,10.0,0,WIP
77.0,20,[3],"[0, 0, 0, 1, 0]",-1,7.0,2.0,1.0,13.090481758117676,1.0,1.0,10.0,0,WIP
77.0,34,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,5.0,0.0,1.0,1.0,10.0,0,WIP
77.0,31,"[1, 3, 4]","[0, 1, 0, 1, 1]",4,8.0,5.0,1.0,5.001293182373047,3.0,3.0,10.0,0,WIP
76.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,1.0,3.0,3.0,10.0,0,WIP
78.0,35,"[0, 2]","[1, 0, 1, 0, 0]",0,2.0,3.0,1.0,4.786289215087891,2.0,2.0,10.0,0,WIP
78.0,36,"[0, 1]","[1, 1, 0, 0, 0]",0,5.0,5.0,5.0,0.0,2.0,2.0,10.0,0,WIP
71.0,0,[3],"[0, 0, 0, 1, 0]",0,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
79.0,30,"[1, 3, 4]","[0, 1, 0, 1, 1]",1,8.0,3.0,1.0,8.170390129089355,3.0,3.0,10.0,0,WIP
79.0,29,[3],"[0, 0, 0, 1, 0]",3,7.0,1.0,1.0,0.0,1.0,1.0,10.0,0,WIP
79.0,19,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,1.0,6.168690204620361,1.0,1.0,10.0,0,WIP
79.0,20,[3],"[0, 0, 0, 1, 0]",3,7.0,2.0,1.0,13.090481758117676,1.0,1.0,10.0,0,WIP
79.0,34,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,5.0,0.0,1.0,1.0,10.0,0,WIP
79.0,37,"[0, 2]","[1, 0, 1, 0, 0]",2,2.0,5.0,5.0,0.0,2.0,2.0,10.0,0,WIP
76.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,1.0,3.0,3.0,10.0,0,WIP
80.0,38,"[0, 1]","[1, 1, 0, 0, 0]",0,5.0,5.0,5.0,0.0,2.0,2.0,10.0,0,WIP
80.0,29,[3],"[0, 0, 0, 1, 0]",3,7.0,1.0,1.0,0.0,1.0,1.0,10.0,0,WIP
80.0,19,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,1.0,6.168690204620361,1.0,1.0,10.0,0,WIP
80.0,20,[3],"[0, 0, 0, 1, 0]",3,7.0,2.0,1.0,13.090481758117676,1.0,1.0,10.0,0,WIP
80.0,34,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,5.0,0.0,1.0,1.0,10.0,0,WIP
81.0,0,[3],"[0, 0, 0, 1, 0]",-1,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
81.0,29,[3],"[0, 0, 0, 1, 0]",-1,7.0,1.0,1.0,0.0,1.0,1.0,10.0,0,WIP
81.0,19,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,1.0,6.168690204620361,1.0,1.0,10.0,0,WIP
81.0,20,[3],"[0, 0, 0, 1, 0]",-1,7.0,2.0,1.0,13.090481758117676,1.0,1.0,10.0,0,WIP
81.0,34,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,5.0,0.0,1.0,1.0,10.0,0,WIP
81.0,37,"[0, 1]","[1, 1, 0, 0, 0]",-1,5.0,5.0,4.0,9.158562660217285,2.0,2.0,10.0,0,WIP
76.0,2,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,1.0,3.0,3.0,10.0,0,WIP
82.0,36,"[0, 1]","[1, 1, 0, 0, 0]",0,5.0,5.0,4.0,9.318507194519043,2.0,2.0,10.0,0,WIP
82.0,39,[3],"[0, 0, 0, 1, 0]",3,7.0,2.0,2.0,0.0,1.0,1.0,10.0,0,WIP
83.0,0,[3],"[0, 0, 0, 1, 0]",2,7.0,3.0,2.0,1.0,1.0,1.0,10.0,0,WIP
